"employee_number","joblevel","jobstatus","datehire","paymode","history","client_code","department_code","basic_rate","date_jobstatus","time_updated","position_id","position_level"
"employee3141","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 11:39:52",94,4
"employee3135","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:28:56",94,4
"employee3130","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:34:14",94,4
"employee3093","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 15:54:41",94,4
"employee3136","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 17:04:41",94,4
"employee3125","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:01:01",94,4
"employee3099","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 15:48:38",94,4
"employee3131","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:16:26",94,4
"employee3126","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:47:18",94,4
"employee3127","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:45:03",94,4
"employee3124","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:39:41",94,4
"employee3289","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 16:29:35",94,4
"employee3128","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 17:11:27",94,4
"employee59","REGULAR","1","2017-01-16","2",False,"MNL-CBS","MNL-CBS","14006.73","2017-01-16","2018-12-19 17:33:19",99,4
"employee58","REGULAR","1","2016-06-16","2",True,"MNL-CBS","MNL-CBS","14006.73","2016-06-16","2018-12-19 17:27:23",100,4
"employee58","REGULAR","1","2016-06-16","2",False,"MNL-CBS","MNL-CBS","14006.73","2016-06-16","2018-12-19 17:43:23",100,4
"employee3134","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 09:54:54",94,4
"employee3133","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 09:41:07",94,4
"employee3141","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 17:22:01",94,4
"employee3137","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-20 13:09:43",94,4
"employee3129","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 18:07:13",94,4
"employee3142","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-20 13:09:09",94,4
"employee3139","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-20 13:09:18",94,4
"employee3138","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 17:57:48",94,4
"employee3133","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-20 13:10:02",94,4
"employee3134","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 17:47:22",94,4
"employee3226","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-20 11:59:14",94,4
"employee3140","PROBATIONARY","1","2018-12-16","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2018-12-19 17:17:13",94,4
"employee3106","CONTRACTUAL","1","2018-12-01","2",True,"SLPI-SA","MANILA PSD","33811.75","2018-12-01","2018-12-19 17:43:16",199,10
"employee2270","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 14:44:08",100,4
"employee2279","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 14:44:46",100,4
"employee2300","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 14:43:46",100,4
"employee2262","REGULAR","1","2018-06-16","2",False,"CEB-PSD","CEB PSD ML","10521.66","2018-06-16","2018-12-20 15:08:36",100,4
"employee2310","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:11:56",100,4
"employee2309","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:02:07",100,4
"employee2296","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:02:54",100,4
"employee2308","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:12:46",100,4
"employee2273","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:03:15",100,4
"employee2306","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:01:39",100,4
"employee2272","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-06-16","2018-12-20 15:11:30",100,4
"employee2304","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-06-16","2018-12-20 15:11:05",100,4
"employee2284","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:00:32",100,4
"employee1915","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:01:01",100,4
"employee2301","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:04:03",100,4
"employee3242","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 15:04:21",100,4
"employee2307","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:10:39",100,4
"employee2271","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:09:24",100,4
"employee2269","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB PSD ML","10521.66","2018-06-16","2018-12-20 15:08:06",100,4
"employee2248","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:04:44",100,4
"employee2302","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:07:09",100,4
"employee2312","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:06:10",100,4
"employee2288","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:05:09",100,4
"employee1609","REGULAR","1","2018-06-16","2",False,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 15:13:30",100,4
"employee2291","REGULAR","1","2018-06-16","2",False,"CEB-PSD","CEB PSD ML","10521.66","2018-06-16","2018-12-20 15:33:35",100,4
"employee2282","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 15:14:42",100,4
"employee2305","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 15:17:19",100,4
"employee2313","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 15:16:54",100,4
"employee2316","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 16:16:48",100,4
"employee2278","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-06-16","2018-12-20 15:13:07",100,4
"employee2348","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:45:34",100,4
"employee2345","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:47:35",100,4
"employee2346","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:46:40",100,4
"employee2344","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:45:04",100,4
"employee2343","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-07-01","2018-12-20 16:47:15",100,4
"employee2289","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-06-16","2018-12-20 15:13:55",100,4
"employee2314","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-06-16","2018-12-20 15:31:30",100,4
"employee2331","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:46:18",175,4
"employee2315","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:32:26",100,4
"employee2342","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:46:57",100,4
"employee2352","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:45:55",100,4
"employee2298","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-06-16","2018-12-20 15:15:05",100,4
"employee2311","REGULAR","1","2018-06-16","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-06-16","2018-12-20 15:33:16",100,4
"employee2821","PROBATIONARY","2","2018-10-01","2",True,"MNL-PSD","MNL-PSD","14006.73","2018-12-20","2018-12-26 10:23:44",100,4
"employee2676","PROBATIONARY","4","2018-09-17","2",True,"MNL-RMP","MNL-RMP","14177.37","2018-12-22","2018-12-26 13:27:48",183,4
"employee3258","REGULAR","1","2018-06-20","2",False,"MNL-SC","MSC","14006.73","2018-06-20","2018-12-26 14:45:44",111,4
"employee3259","REGULAR","1","2018-06-21","2",True,"MNL-SC","MSC-LOAD","18000","2018-06-21","2018-12-26 15:02:28",132,4
"employee2152","REGULAR","2","2018-05-16","2",True,"MNL-CSD","MNL-CRG","14006.73","2018-12-10","2018-12-26 08:53:48",94,4
"employee130","CONTRACTUAL","2","2014-02-19","2",True,"SLPI-SA","MANILA PSD","17047.75","2018-12-23","2018-12-26 08:55:08",228,4
"employee2676","PROBATIONARY","4","2018-09-17","2",True,"MNL-RMP","MNL-RMP","14177.37","2018-12-22","2018-12-26 13:34:52",183,4
"employee1717","REGULAR","2","2017-10-23","2",True,"MNL-PSD","MNL-PSD","14006.73","2018-12-21","2018-12-21 14:36:25",100,4
"employee415","REGULAR","2","2012-12-27","2",True,"SLPI-SS","SUPPORT","17179.75","2018-12-21","2018-12-26 14:01:48",156,4
"employee2821","PROBATIONARY","2","2018-10-01","2",True,"MNL-PSD","MNL-PSD","14006.73","2018-12-20","2018-12-26 10:32:34",100,4
"employee2825","PROBATIONARY","2","2018-10-08","2",True,"MNL-RMP","MNL-RMP","14177.37","2018-12-18","2018-12-21 14:36:03",123,4
"employee2637","PROBATIONARY","2","2018-09-06","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-12-18","2018-12-21 14:48:46",94,4
"employee2711","PROBATIONARY","2","2018-10-01","2",True,"MNL-PSD","MNL-PSD","14006.73","2018-11-23","2018-12-26 10:22:14",100,4
"employee2351","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:48:18",100,4
"employee2332","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-07-01","2018-12-20 16:49:15",175,4
"employee2317","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-07-01","2018-12-20 16:47:54",100,4
"employee2333","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:48:54",175,4
"employee2341","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-07-01","2018-12-20 16:48:35",100,4
"employee2347","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-07-01","2018-12-20 16:49:51",100,4
"employee3162","REGULAR","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD","10521.66","2018-07-01","2018-12-20 16:49:33",171,4
"employee3259","REGULAR","1","2018-06-21","2",False,"MNL-SC","MSC-LOAD","18000","2018-06-21","2018-12-26 15:02:32",132,4
"employee2084","REGULAR","1","2018-01-07","2",True,"SLPI-GM","SUPPORT","20652.08","2018-01-07","2018-12-26 17:08:50",158,4
"employee2084","REGULAR","1","2018-01-07","2",True,"SLPI-GM","SUPPORT","20652.08","2018-01-07","2018-12-26 17:09:51",158,4
"employee2084","REGULAR","1","2018-05-07","2",False,"SLPI-GM","SUPPORT","20652.08","2018-05-07","2018-12-26 17:10:35",158,4
"employee2379","REGULAR","1","2018-07-02","2",True,"CEB-HR","CEBU-HR","12500","2018-12-28","2018-12-20 14:29:04",33,4
"employee2379","REGULAR","1","2018-07-02","2",False,"CEB-HR","CEBU-HR","12500","2018-07-02","2018-12-27 10:50:38",33,4
"employee2383","PROBATIONARY","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-07-01","2018-12-27 13:50:31",100,4
"employee2335","REGULAR","1","2018-07-01","2",False,"SKPI-PW","WAREHOUSE","14176.98","2018-07-01","2018-12-27 18:18:55",35,4
"employee2340","REGULAR","1","2018-07-03","2",False,"SKPI-QA","QA","14886.75","2018-07-03","2018-12-27 18:19:27",14,4
"employee3096","PROBATIONARY","1","2018-11-20","2",False,"CEB-PSD","CEB-PSD","40000","2018-11-20","2019-01-02 08:25:12",177,3
"employee2966","PROBATIONARY","1","2018-11-01","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-11-01","2019-01-02 08:34:35",94,4
"employee2973","PROBATIONARY","1","2018-11-01","2",False,"MNL-PSD","MNL-PSD","14006.73","2018-11-01","2019-01-02 08:35:17",100,4
"employee3020","PROBATIONARY","1","2018-11-01","2",False,"MNL-PSD","MNL-PSD","14006.73","2018-11-01","2019-01-02 08:35:57",100,4
"employee2944","PROBATIONARY","1","2018-11-08","2",False,"MNL-PSD","MNL-PSD","14006.73","2018-11-08","2019-01-02 08:36:30",100,4
"employee3087","PROBATIONARY","1","2018-12-01","2",False,"MNL-RMP","MNL-RMP","14006.73","2018-12-03","2019-01-02 08:37:01",160,4
"employee2323","PROBATIONARY","7","2018-07-01","2",False,"CEB-PSD","CEB-PSD-MID","10521.66","2018-12-12","2019-01-03 08:49:42",100,4
"employee2324","PROBATIONARY","7","2018-07-01","2",False,"CEB-PSD","CEB-PSD-AM","10521.66","2018-12-12","2019-01-03 08:50:37",100,4
"employee2297","PROBATIONARY","7","2018-06-16","2",False,"CEB-PSD","CEB-PSD-AM","10521.66","2018-12-12","2019-01-03 08:51:27",100,4
"employee2491","PROBATIONARY","5","2018-08-16","2",True,"SKPI-CF","CFS - 3RD SHIFT","14176.98","2018-12-20","2018-12-28 09:04:09",13,4
"employee2383","PROBATIONARY","1","2018-07-01","2",True,"CEB-PSD","CEB-PSD-PM","10521.66","2018-07-01","2018-12-27 14:58:15",100,4
"employee1866","PROBATIONARY","7","2018-06-16","2",False,"CEB-PSD","CEB-PSD-MID","10521.66","2018-12-12","2019-01-03 08:51:58",100,4
"employee2283","PROBATIONARY","7","2018-06-16","2",False,"CEB-PSD","CEB-PSD-AM","10521.66","2018-12-12","2019-01-03 08:52:31",100,4
"employee2390","PROBATIONARY","7","2018-07-01","2",True,"CEB-PSD","CEB-PSD-MID","10521.66","2018-12-12","2019-01-03 08:54:56",175,4
"employee2390","PROBATIONARY","7","2018-07-01","2",False,"CEB-PSD","CEB-PSD-MID","10521.66","2018-12-12","2019-01-03 08:57:04",175,4
"employee2303","PROBATIONARY","7","2018-06-16","2",True,"CEB-PSD","CEB-PSD-AM","10521.66","2018-12-12","2019-01-03 09:00:46",100,4
"employee2303","PROBATIONARY","7","2018-06-16","2",False,"CEB-PSD","CEB-PSD-AM","10521.66","2018-12-12","2019-01-03 09:21:21",100,4
"employee2422","PROBATIONARY","2","2018-07-29","2",False,"CEB-PSD","CEB-PSD-AM","10521.66","2018-12-31","2019-01-03 09:21:47",175,4
"employee2181","PROBATIONARY","5","2018-05-16","2",False,"CEB-OSM","OSM","12500","2018-06-11","2019-01-03 09:27:07",153,4
"employee2872","PROBATIONARY","1","2018-11-01","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-11-01","2019-01-02 08:34:03",94,4
"employee2955","PROBATIONARY","1","2018-11-05","2",False,"SKPI-SS","SS","14006.73","2018-11-05","2019-01-04 14:25:09",241,4
"employee1902","REGULAR","2","2018-02-16","2",True,"CEB-PSD","CEB PSD ML","10521.66","2018-12-02","2019-01-07 14:47:04",175,4
"employee1902","REGULAR","2","2018-02-16","2",False,"CEB-PSD","CEB PSD ML","10521.66","2018-12-02","2019-01-07 14:48:00",175,4
"employee1667","REGULAR","2","2017-06-16","2",False,"CEB-PSD","CEB-PSD-MID","10521.66","2019-01-04","2019-01-07 14:49:16",175,4
"employee1664","REGULAR","2","2017-06-16","2",False,"CEB-PSD","CEB-PSD","10521.66","2019-01-07","2019-01-07 15:23:11",175,4
"employee2738","PROBATIONARY","2","2018-10-01","2",True,"MNL-PSD","MNL-PSD","14006.73","2019-01-03","2019-01-07 17:44:04",100,4
"employee2872","PROBATIONARY","1","2018-11-01","2",True,"MNL-CSD","MNL-CSD","14006.73","2018-11-01","2019-01-03 19:00:27",94,4
"employee770","REGULAR","6","2011-10-01","2",True,"MNL-GEM","MORNING SHIFT","34463.83","2019-01-02","2019-01-07 17:31:52",199,10
"employee2476","REGULAR","6","2011-09-30","2",True,"SLPI-GM","OGM","39215.83","2018-12-31","2019-01-03 17:50:13",79,3
"employee2747","PROBATIONARY","2","2018-10-01","2",True,"MNL-PSD","MNL-PSD","14006.73","2018-12-30","2019-01-03 17:49:34",100,4
"employee2152","REGULAR","2","2018-05-16","2",True,"MNL-CSD","MNL-CRG","14006.73","2018-12-26","2019-01-03 09:33:57",94,4
"employee185","REGULAR","2","2012-08-17","2",True,"MNL-PSD","MNL-PSD","17139.83","2019-01-04","2019-01-07 18:01:23",101,4
"employee3135","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:15:13",94,4
"employee3130","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:30:52",94,4
"employee3141","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:31:21",94,4
"employee3137","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:33:54",94,4
"employee3129","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:34:28",94,4
"employee3142","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:36:25",94,4
"employee3093","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:43:37",94,4
"employee3136","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:44:12",94,4
"employee3132","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:44:43",94,4
"employee3139","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:45:09",94,4
"employee3138","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:45:38",94,4
"employee3133","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:46:08",94,4
"employee3134","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:46:38",94,4
"employee3125","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:47:45",94,4
"employee3099","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:48:08",94,4
"employee3131","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:48:36",94,4
"employee3126","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:49:07",94,4
"employee433","REGULAR","2","2017-01-16","2",True,"MNL-PSD","MNL-PSD","14006.73","2019-01-04","2019-01-07 17:55:53",100,4
"employee185","REGULAR","2","2012-08-17","2",True,"MNL-PSD","MNL-PSD","17139.83","2019-01-04","2019-01-07 18:01:26",101,4
"employee3127","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:49:45",94,4
"employee3124","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:50:16",94,4
"employee3226","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:50:47",94,4
"employee3289","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:51:19",94,4
"employee3140","PROBATIONARY","1","2018-12-16","2",False,"MNL-CSD","MNL-CSD","14006.73","2018-12-16","2019-01-08 13:51:56",94,4
"employee3255","REGULAR","1","2018-07-09","2",False,"MNL-GEM","EID","14199.83","2018-07-09","2019-01-08 14:24:19",118,4
"employee2442","PROBATIONARY","1","2018-07-09","2",True,"MNL-GEM","UNDER PP & CS","14199.83","2018-07-09","2019-01-08 14:24:29",118,4
"employee2442","REGULAR","1","2018-07-09","2",True,"MNL-GEM","UNDER PP & CS","14199.83","2018-07-09","2019-01-08 14:24:35",118,4
"employee2454","REGULAR","1","2018-07-02","2",False,"SLPI-AC","TIMEKEEPING","14006.73","2018-07-02","2019-01-08 18:00:10",67,4
"employee2455","REGULAR","5","2017-10-10","2",True,"MNL-CSD","EQUIPMENT","14177.37","2019-01-04","2019-01-09 13:38:27",89,4
"employee1394","REGULAR","2","2014-11-19","2",False,"SKPI-CP","CP-MARSHALL AM","15890.48","2018-03-05","2019-01-10 13:47:20",207,12
"employee2455","REGULAR","5","2017-10-10","2",True,"MNL-CSD","EQUIPMENT","14177.37","2019-01-04","2019-01-09 13:53:22",89,4
"employee2872","PROBATIONARY","7","2018-11-01","2",True,"MNL-CSD","MNL-CSD","14006.73","2019-01-04","2019-01-09 09:26:59",94,4
"employee2500","PROBATIONARY","7","2018-09-01","2",True,"MNL-CSD","MNL-CSD","14006.73","2019-01-10","2019-01-10 19:03:50",94,4
"employee2510","PROBATIONARY","7","2018-09-01","2",True,"MNL-CSD","MNL-CSD","14006.73","2019-01-10","2019-01-10 19:04:08",94,4
"employee2384","PROBATIONARY","7","2018-07-18","2",True,"MNL-CSD","MNL-CRG","14006.73","2019-01-10","2019-01-10 19:04:28",94,4
"employee2610","PROBATIONARY","7","2018-09-06","2",True,"MNL-CSD","MNL-CSD","14006.73","2019-01-10","2019-01-10 19:04:47",94,4
"employee2828","PROBATIONARY","7","2018-10-16","2",True,"MNL-RMP","MNL-RMP","14177.37","2019-01-07","2019-01-09 09:26:34",123,4
"employee3250","REGULAR","6","2011-10-01","2",True,"MNL-GEM","NMES","27335.83","2018-12-31","2019-01-09 18:14:59",116,4
"employee2442","REGULAR","1","2018-07-09","2",True,"MNL-GEM","UNDER PP & CS","14199.83","2018-07-09","2019-01-08 14:24:39",118,4
"employee3251","CONTRACTUAL","1","2019-01-01","2",True,"SLPI-SA","MANILA GEM","27335.83","2019-01-01","2019-01-09 18:23:20",116,4
"employee3251","CONTRACTUAL","1","2019-01-01","2",True,"MNL-GEM","NMES","27335.83","2019-01-01","2019-01-11 09:21:16",116,4
"employee3251","CONTRACTUAL","1","2019-01-01","2",True,"SLPI-SA","MANILA GEM","27335.83","2019-01-01","2019-01-11 09:41:06",116,4
"employee723","CONTRACTUAL","1","2013-11-20","2",False,"SLPI-SA","MANILA GEMS","24747.75","2013-11-20","2019-01-11 17:30:47",228,16
"employee1794","REGULAR","2","2011-11-05","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-19","2017-01-27 06:23:27",100,4
"employee1794","REGULAR","2","2011-11-05","2",False,"MNL-PSD","MNL-PSD","12546.07","2018-01-01","2019-01-12 11:12:09",100,4
"employee123","PROBATIONARY","2","2016-06-22","2",True,"MNL-PSD","MNL-PSD","16500","2018-01-01","2019-01-12 11:13:15",103,4
"employee123","PROBATIONARY","2","2016-06-22","2",False,"MNL-PSD","MNL-PSD","16500","2018-01-01","2019-01-12 11:14:00",103,4
"employee1395","PROBATIONARY","2","2016-06-08","2",True,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-27 17:47:44",123,4
"employee1395","PROBATIONARY","2","2016-06-08","2",False,"MNL-RMP","MNL-RMP","12977.54","2018-01-01","2019-01-12 11:14:54",123,4
"employee122","REGULAR","2","2011-11-18","2",False,"MNL-PSD","MNL-PSD","15000","2018-01-01","2019-01-12 11:15:48",199,4
"employee1419","REGULAR","5","2011-10-19","2",False,"MNL-RMP","MNL-RMP","26500","2018-01-01","2019-01-12 11:16:19",194,10
"employee500","PROBATIONARY","2","2017-01-05","2",True,"MNL-CSD","MNL-CSD","12977.54","2017-03-07","2017-03-15 15:03:29",89,4
"employee500","PROBATIONARY","2","2017-01-05","2",False,"MNL-CSD","MNL-CSD","12977.54","2018-01-01","2019-01-12 11:16:58",89,4
"employee923","REGULAR","2","2013-05-25","2",True,"MNL-SC","MSC","15700","2017-03-15","2017-03-15 17:00:57",130,4
"employee923","REGULAR","2","2013-05-25","2",False,"MNL-SC","MSC","15700","2018-01-01","2019-01-12 11:17:26",130,4
"employee674","REGULAR","2","2013-11-13","2",True,"MNL-CSD","INTERNATIONAL","12546.07","2017-04-21","2017-05-02 10:58:45",94,4
"employee674","REGULAR","2","2013-11-13","2",False,"MNL-CSD","INTERNATIONAL","12546.07","2018-01-01","2019-01-12 11:18:01",94,4
